Emotion,Time Step
surprise,846.2
surprise,846.24
surprise,846.28
surprise,846.32
surprise,846.36
surprise,846.4
surprise,846.44
sad,846.48
sad,846.52
sad,846.56
sad,846.64
sad,846.68
sad,846.72
sad,846.96
sad,847.12
sad,848.28
sad,848.36
sad,848.4
angry,848.44
fear,848.48
surprise,848.52
surprise,848.56
fear,848.84
angry,848.88
fear,848.92
fear,848.96
neutral,849.0
surprise,849.04
happy,849.08
sad,849.12
sad,849.16
fear,849.2
fear,849.24
neutral,849.28
happy,849.32
sad,849.36
sad,849.4
surprise,849.44
surprise,849.48
fear,849.52
sad,849.52
sad,849.56
sad,849.6
sad,849.64
sad,849.68
sad,849.76
sad,849.8
sad,849.84
sad,849.88
sad,849.92
sad,849.96
sad,850.0
sad,850.04
sad,850.08
sad,850.12
sad,850.16
sad,850.4
sad,850.44
sad,850.48
sad,850.52
sad,850.56
sad,850.6
angry,850.64
sad,850.68
sad,850.72
sad,850.76
sad,850.8
sad,850.84
sad,850.88
sad,851.04
happy,851.04
sad,851.08
sad,851.12
sad,851.16
sad,851.2
sad,851.24
sad,851.28
sad,851.32
sad,851.44
sad,851.48
sad,851.56
sad,851.68
sad,851.76
happy,851.8
sad,851.84
sad,851.88
happy,851.92
sad,851.96
sad,852.0
sad,852.04
sad,852.08
sad,852.12
sad,852.16
sad,852.2
sad,852.24
sad,852.28
sad,852.32
sad,852.36
sad,852.4
sad,852.44
sad,852.48
sad,852.52
sad,852.72
sad,852.76
sad,853.44
sad,853.6
sad,853.64
sad,853.68
sad,853.72
sad,853.76
sad,853.8
sad,853.96
sad,854.0
happy,854.08
sad,854.12
sad,854.16
angry,854.28
sad,854.32
sad,854.36
sad,854.4
sad,854.44
sad,854.48
happy,854.88
happy,854.92
happy,855.0
happy,855.04
sad,855.44
sad,855.48
sad,855.52
sad,855.6
sad,855.64
sad,855.68
sad,855.72
sad,855.84
sad,855.88
sad,855.92
sad,855.96
sad,856.0
angry,856.04
sad,856.08
fear,856.12
fear,856.16
sad,856.2
sad,856.28
sad,856.48
sad,856.52
sad,856.6
sad,856.64
sad,856.68
sad,856.68
sad,856.72
sad,856.76
sad,856.84
sad,856.88
sad,856.92
sad,856.96
sad,857.0
sad,857.04
sad,857.08
sad,857.12
sad,857.16
sad,857.2
sad,857.32
sad,857.36
sad,857.56
sad,857.92
sad,857.96
sad,858.0
sad,858.04
sad,858.08
sad,858.12
sad,858.16
sad,858.2
sad,858.24
sad,858.28
sad,858.32
sad,858.36
sad,858.4
sad,858.44
sad,858.48
sad,858.52
sad,858.6
sad,859.04
sad,861.24
sad,861.28
sad,861.44
sad,862.72
happy,863.16
sad,863.52
sad,863.56
sad,863.76
sad,863.8
sad,863.84
sad,863.88
sad,863.96
sad,864.04
sad,864.12
angry,864.16
sad,865.2
sad,865.24
sad,865.28
sad,865.32
sad,865.36
sad,865.4
sad,871.0
sad,874.64
sad,875.16
fear,886.04
fear,886.12
angry,886.16
fear,886.2
angry,886.24
angry,886.28
angry,886.32
sad,886.36
sad,886.4
sad,886.44
sad,886.48
angry,896.6
angry,896.64
angry,896.68
angry,896.76
surprise,896.8
surprise,896.84
surprise,896.88
surprise,896.92
surprise,896.96
surprise,897.0
fear,897.4
sad,898.04
sad,898.16
sad,898.2
sad,898.32
sad,904.36
sad,904.4
sad,904.44
sad,904.48
sad,904.52
fear,904.56
sad,904.6
sad,904.64
sad,904.68
sad,904.72
fear,904.76
sad,904.8
fear,904.84
sad,904.88
sad,904.92
sad,904.96
fear,905.0
fear,905.04
surprise,905.04
happy,905.08
sad,905.12
sad,905.16
fear,905.2
sad,905.24
fear,905.44
sad,905.48
sad,906.0
angry,906.04
sad,907.68
sad,907.76
sad,907.84
sad,907.88
sad,908.8
sad,908.88
sad,909.2
happy,910.8
neutral,910.96
neutral,911.08
neutral,911.12
neutral,911.2
sad,911.92
angry,911.96
surprise,912.0
angry,912.04
angry,912.08
happy,912.12
happy,912.16
fear,912.48
sad,912.52
sad,912.56
fear,912.6
sad,912.64
happy,912.68
sad,912.72
sad,912.76
sad,912.8
sad,912.84
fear,912.88
sad,912.92
sad,912.96
fear,913.0
fear,913.04
sad,913.08
sad,913.12
fear,913.16
sad,913.2
fear,913.24
fear,913.28
sad,913.4
happy,913.68
happy,913.72
happy,913.8
happy,913.84
sad,913.88
sad,913.92
sad,913.96
sad,914.0
sad,914.04
happy,914.08
happy,914.12
happy,914.16
sad,914.2
happy,914.24
sad,914.28
sad,914.32
happy,914.36
sad,914.4
sad,914.44
sad,914.48
sad,914.52
sad,914.72
sad,914.76
sad,914.8
sad,914.84
sad,915.04
sad,915.28
sad,915.32
angry,915.32
sad,915.36
fear,915.4
sad,915.48
sad,915.56
sad,915.64
sad,915.64
sad,915.72
sad,915.72
sad,915.76
happy,915.76
angry,915.8
surprise,915.84
surprise,915.88
surprise,915.92
surprise,915.96
surprise,916.0
surprise,916.04
surprise,916.08
surprise,916.12
surprise,916.16
sad,916.2
sad,916.24
sad,916.28
sad,916.32
sad,916.36
sad,916.4
sad,916.44
surprise,916.48
sad,916.52
happy,916.52
surprise,916.56
fear,916.6
sad,916.64
fear,916.68
sad,916.68
fear,916.72
happy,916.72
fear,916.76
happy,916.76
fear,916.8
happy,916.8
fear,916.84
happy,916.84
fear,916.88
angry,916.88
happy,916.96
happy,917.0
angry,918.92
fear,918.96
neutral,919.0
happy,919.12
sad,919.32
angry,919.32
sad,919.36
angry,919.4
sad,919.4
fear,919.44
neutral,919.44
surprise,919.48
surprise,919.52
sad,919.52
surprise,919.56
surprise,919.6
surprise,919.64
fear,919.68
neutral,919.68
surprise,919.72
neutral,919.72
neutral,919.76
fear,920.04
fear,920.08
fear,920.12
neutral,920.2
sad,920.44
sad,920.48
sad,920.52
happy,920.52
sad,920.56
happy,920.56
sad,920.6
happy,920.6
surprise,920.68
surprise,920.72
neutral,920.72
surprise,920.76
surprise,920.8
surprise,920.84
surprise,920.88
neutral,920.88
surprise,920.92
neutral,920.92
fear,920.96
neutral,920.96
sad,921.0
surprise,921.04
surprise,921.08
happy,921.08
sad,921.12
angry,921.16
angry,921.2
neutral,921.24
happy,921.64
happy,921.68
neutral,921.72
neutral,921.76
neutral,921.8
neutral,921.84
happy,921.88
neutral,921.88
happy,921.92
sad,921.92
angry,921.96
neutral,921.96
angry,922.0
fear,922.04
neutral,922.04
surprise,922.08
neutral,922.08
angry,922.08
surprise,922.12
neutral,922.12
surprise,922.16
surprise,922.2
happy,922.2
surprise,922.24
surprise,922.28
fear,922.32
surprise,922.36
fear,922.4
fear,922.44
surprise,922.48
happy,922.52
happy,922.56
surprise,922.6
happy,922.64
happy,922.64
happy,922.68
fear,922.72
happy,922.76
fear,922.8
sad,922.84
sad,922.88
fear,922.92
fear,922.96
sad,923.0
sad,923.04
sad,923.08
sad,923.12
sad,923.16
angry,923.2
sad,923.24
happy,923.28
sad,923.32
angry,923.32
sad,923.36
angry,923.36
sad,923.4
neutral,923.4
sad,923.44
sad,923.48
fear,923.52
sad,923.56
fear,923.56
sad,923.6
neutral,923.6
angry,923.64
angry,923.68
angry,923.72
angry,923.76
angry,923.8
angry,923.84
sad,923.88
angry,923.92
happy,923.96
angry,924.0
surprise,924.04
angry,924.08
angry,924.12
fear,924.16
angry,924.2
neutral,924.2
surprise,924.24
neutral,924.24
angry,924.28
neutral,924.28
angry,924.32
angry,924.36
angry,924.4
angry,924.44
angry,924.48
angry,924.52
sad,924.56
fear,924.6
sad,924.64
sad,924.68
angry,924.72
sad,924.76
fear,924.8
sad,924.84
sad,924.88
sad,924.92
sad,924.96
sad,925.0
sad,925.24
sad,925.28
sad,925.32
sad,925.36
sad,925.4
sad,925.44
sad,925.48
sad,925.52
angry,925.64
happy,925.64
sad,925.68
angry,925.72
fear,925.76
fear,925.8
angry,925.84
sad,925.88
sad,925.92
happy,925.96
sad,926.0
sad,926.04
sad,926.08
sad,926.12
sad,926.16
sad,926.2
sad,926.24
sad,926.28
sad,926.32
sad,926.36
sad,926.4
sad,926.48
sad,926.52
sad,926.56
sad,926.6
sad,926.64
sad,926.68
sad,926.88
sad,926.92
fear,927.04
sad,927.08
sad,927.12
sad,927.24
sad,927.28
happy,927.32
sad,927.36
sad,927.4
sad,927.44
sad,927.48
angry,927.52
sad,927.56
surprise,927.6
angry,927.64
angry,927.68
surprise,927.72
angry,927.76
angry,927.8
happy,927.84
angry,927.88
angry,927.92
sad,927.96
happy,928.0
sad,928.04
sad,928.08
fear,928.48
fear,928.52
sad,928.6
sad,928.64
sad,928.68
angry,928.72
sad,930.2
sad,930.4
sad,931.28
sad,931.72
sad,932.08
fear,932.24
sad,932.28
fear,932.44
sad,932.64
fear,932.64
fear,933.04
fear,933.08
fear,933.12
fear,933.16
sad,933.28
sad,933.32
fear,933.36
fear,933.72
sad,934.68
sad,934.76
sad,934.88
sad,934.96
sad,935.0
sad,935.04
happy,935.08
happy,935.12
happy,935.16
happy,935.2
happy,935.24
happy,935.28
happy,935.32
happy,935.36
happy,935.4
happy,935.44
happy,935.48
happy,935.52
happy,935.6
sad,935.88
sad,935.92
fear,936.12
surprise,936.2
surprise,936.24
happy,936.28
happy,936.32
happy,936.36
happy,936.4
happy,936.44
angry,936.48
happy,936.52
happy,936.56
happy,936.6
happy,936.64
happy,936.68
happy,936.72
happy,936.76
surprise,936.8
surprise,936.84
surprise,936.88
surprise,936.92
angry,936.96
surprise,937.0
surprise,937.04
surprise,937.08
surprise,937.12
surprise,937.16
surprise,937.2
sad,937.24
happy,937.28
fear,937.32
angry,937.32
fear,937.6
sad,937.68
angry,937.72
fear,937.76
surprise,937.8
surprise,937.84
surprise,937.88
surprise,937.92
surprise,937.96
surprise,938.0
surprise,938.04
surprise,938.08
surprise,938.12
surprise,938.16
surprise,938.2
surprise,938.24
surprise,938.28
surprise,938.32
surprise,938.36
surprise,938.4
surprise,938.44
surprise,938.48
fear,938.52
surprise,938.56
surprise,938.6
angry,938.64
angry,938.68
angry,938.72
fear,938.76
angry,938.8
angry,938.84
angry,938.88
angry,938.92
angry,938.96
angry,939.0
angry,939.04
angry,939.08
angry,939.12
angry,939.16
angry,939.2
angry,939.24
angry,939.28
angry,939.32
angry,939.36
angry,939.4
angry,939.44
angry,939.48
angry,939.52
angry,939.56
angry,939.6
angry,939.64
angry,939.68
angry,939.72
angry,939.76
angry,939.8
angry,939.84
angry,939.88
angry,939.92
angry,939.96
angry,940.0
angry,940.04
angry,940.08
angry,940.12
angry,940.16
angry,940.2
angry,940.24
angry,940.28
angry,940.32
angry,940.36
angry,940.4
angry,940.44
angry,940.48
angry,940.52
angry,940.56
angry,940.6
angry,940.64
angry,940.68
angry,940.72
angry,940.76
angry,940.8
angry,940.84
angry,940.88
angry,940.92
angry,940.96
angry,941.0
angry,941.04
angry,941.08
angry,941.12
angry,941.16
angry,941.2
angry,941.24
angry,941.28
angry,941.32
angry,941.36
angry,941.4
angry,941.44
angry,941.48
angry,941.52
angry,941.56
angry,941.6
angry,941.64
angry,941.68
angry,941.72
angry,941.76
angry,941.8
angry,941.84
angry,941.88
angry,941.92
angry,941.96
angry,942.0
angry,942.04
angry,942.08
angry,942.12
angry,942.16
angry,942.2
angry,942.24
angry,942.28
angry,942.32
angry,942.36
angry,942.4
angry,942.44
angry,942.48
angry,942.52
angry,942.56
angry,942.6
angry,942.64
angry,942.68
angry,942.72
angry,942.76
angry,942.8
angry,942.84
angry,942.88
angry,942.92
angry,942.96
angry,943.0
angry,943.04
angry,943.08
angry,943.12
angry,943.16
angry,943.2
angry,943.24
angry,943.28
angry,943.32
angry,943.36
angry,943.4
angry,943.44
angry,943.48
sad,943.52
sad,943.72
sad,945.6
angry,945.8
sad,945.92
sad,946.16
angry,946.2
angry,946.32
angry,946.36
fear,946.4
surprise,946.44
surprise,946.48
surprise,946.52
surprise,946.56
surprise,946.6
surprise,946.64
surprise,946.68
surprise,946.72
surprise,946.76
surprise,946.8
surprise,946.84
surprise,946.88
surprise,946.92
surprise,946.96
surprise,947.0
surprise,947.04
surprise,947.08
surprise,947.12
surprise,947.16
surprise,947.2
surprise,947.24
surprise,947.28
surprise,947.32
surprise,947.36
surprise,947.4
surprise,947.44
surprise,947.48
angry,947.52
angry,947.56
angry,947.6
angry,947.64
angry,947.68
angry,947.72
angry,947.76
angry,947.8
angry,947.84
angry,947.88
angry,947.92
happy,947.96
angry,948.0
happy,948.04
angry,948.08
fear,948.12
fear,948.16
sad,948.2
angry,948.24
angry,948.28
sad,948.32
angry,948.36
angry,948.4
angry,948.44
sad,948.48
angry,948.52
sad,948.56
sad,948.6
sad,948.64
sad,948.68
fear,948.72
fear,948.76
fear,948.8
fear,948.84
angry,948.88
fear,948.92
surprise,948.96
fear,949.0
surprise,949.04
surprise,949.08
surprise,949.12
surprise,949.16
surprise,949.2
fear,949.24
surprise,949.28
fear,949.32
fear,949.36
fear,949.4
fear,949.44
fear,949.48
surprise,949.52
surprise,949.56
fear,949.6
surprise,949.64
fear,949.68
surprise,949.72
surprise,949.76
angry,949.8
surprise,949.84
surprise,949.88
surprise,949.92
surprise,949.96
surprise,950.0
surprise,950.04
surprise,950.08
surprise,950.12
surprise,950.16
surprise,950.2
surprise,950.24
fear,950.28
surprise,950.32
surprise,950.36
fear,950.4
fear,950.44
surprise,950.48
surprise,950.52
surprise,950.56
surprise,950.6
surprise,950.64
surprise,950.68
surprise,950.72
surprise,950.76
surprise,950.8
surprise,950.84
surprise,950.88
surprise,950.92
surprise,950.96
surprise,951.0
surprise,951.04
surprise,951.08
surprise,951.12
surprise,951.16
surprise,951.2
surprise,951.24
surprise,951.28
surprise,951.32
surprise,951.36
surprise,951.4
surprise,951.44
surprise,951.48
surprise,951.52
surprise,951.56
surprise,951.6
surprise,951.64
surprise,951.68
surprise,951.72
surprise,951.76
surprise,951.8
surprise,951.84
surprise,951.88
surprise,951.92
surprise,951.96
neutral,952.0
neutral,952.04
sad,952.08
neutral,952.12
surprise,952.16
surprise,952.2
surprise,952.24
surprise,952.28
surprise,952.32
surprise,952.36
surprise,952.4
fear,952.44
surprise,952.48
sad,952.48
surprise,952.52
surprise,952.56
surprise,952.6
surprise,952.64
sad,952.68
surprise,952.72
surprise,952.76
surprise,952.8
surprise,952.84
surprise,952.88
surprise,952.92
surprise,952.96
angry,953.0
surprise,953.04
angry,953.08
fear,953.12
surprise,953.16
surprise,953.2
surprise,953.24
surprise,953.28
surprise,953.32
surprise,953.36
surprise,953.4
surprise,953.44
angry,953.48
surprise,953.52
angry,953.56
angry,953.6
angry,953.64
angry,953.68
angry,953.72
angry,953.76
angry,953.8
fear,953.84
fear,953.88
angry,953.92
angry,953.96
angry,954.0
sad,954.04
angry,954.08
angry,954.12
angry,954.16
fear,954.2
surprise,954.24
fear,954.28
fear,954.32
fear,954.36
fear,954.4
fear,954.44
fear,954.48
fear,954.52
fear,954.56
fear,954.6
surprise,954.64
fear,954.68
surprise,954.72
neutral,954.76
fear,954.8
fear,954.84
fear,954.88
surprise,954.92
surprise,954.96
fear,955.0
fear,955.04
fear,955.08
fear,955.12
fear,955.16
fear,955.2
fear,955.24
fear,955.28
fear,955.32
fear,955.36
fear,955.4
fear,955.44
fear,955.48
fear,955.52
fear,955.56
fear,955.6
surprise,955.64
fear,955.68
fear,955.72
fear,955.76
surprise,955.8
surprise,955.84
fear,955.88
fear,955.92
fear,955.96
surprise,956.0
surprise,956.04
surprise,956.08
fear,956.12
neutral,956.16
fear,956.2
fear,956.24
fear,956.28
sad,956.32
sad,956.36
neutral,956.4
neutral,956.44
neutral,956.48
neutral,956.52
fear,956.56
surprise,956.6
surprise,956.64
fear,956.68
sad,956.72
sad,956.76
sad,956.8
angry,956.84
angry,956.88
angry,956.92
angry,956.96
neutral,957.0
neutral,957.04
neutral,957.08
angry,960.36
angry,960.4
happy,960.44
happy,960.48
angry,960.52
sad,960.56
sad,962.16
angry,962.2
sad,962.24
sad,962.28
sad,962.32
sad,962.4
sad,962.44
sad,962.48
sad,962.52
sad,962.56
sad,962.6
sad,962.64
sad,962.68
sad,962.72
sad,962.76
sad,962.8
sad,962.84
sad,962.88
sad,962.92
sad,962.96
sad,963.0
sad,963.04
sad,963.2
sad,963.28
sad,963.32
sad,963.36
sad,963.4
sad,963.44
sad,963.6
sad,963.64
sad,963.68
sad,963.72
sad,963.84
sad,963.88
sad,963.92
sad,963.96
sad,964.0
sad,964.04
sad,964.08
sad,964.12
sad,964.16
sad,964.2
sad,964.24
sad,964.28
sad,964.32
neutral,964.44
sad,964.48
sad,964.52
sad,964.56
sad,964.6
fear,964.64
sad,964.68
angry,964.72
sad,964.76
sad,964.8
fear,964.84
sad,964.88
sad,964.92
sad,965.0
sad,965.04
sad,965.08
fear,965.12
sad,965.16
sad,965.2
sad,965.24
sad,965.64
fear,966.04
fear,966.08
fear,966.12
fear,966.16
angry,966.2
angry,966.24
angry,966.28
surprise,966.32
surprise,966.36
happy,966.4
surprise,966.44
surprise,966.48
surprise,966.52
surprise,966.56
angry,966.6
angry,966.64
angry,966.68
angry,966.72
angry,966.76
angry,966.8
angry,966.84
angry,966.88
neutral,966.92
neutral,966.96
neutral,967.0
angry,967.04
angry,967.08
angry,967.12
angry,967.16
angry,967.2
angry,967.24
neutral,967.28
happy,967.32
angry,967.36
neutral,967.4
neutral,967.44
happy,967.48
happy,967.52
happy,967.56
happy,967.6
happy,967.64
happy,967.68
happy,967.72
happy,967.76
happy,967.8
happy,967.84
happy,967.88
happy,967.92
angry,967.96
angry,968.0
angry,968.04
neutral,968.08
neutral,968.12
angry,968.16
angry,968.2
angry,968.24
neutral,968.28
neutral,968.32
happy,968.36
happy,968.4
happy,968.44
happy,968.48
happy,968.52
happy,968.56
happy,968.6
happy,968.64
happy,968.68
happy,968.72
happy,968.76
happy,968.8
happy,968.84
happy,968.88
happy,968.92
happy,968.96
happy,969.0
angry,969.04
angry,969.08
angry,969.12
angry,969.16
angry,969.2
angry,969.24
angry,969.28
happy,969.32
happy,969.36
happy,969.4
happy,969.44
happy,969.48
happy,969.52
neutral,969.56
angry,969.6
angry,969.64
happy,969.68
neutral,969.72
neutral,969.76
surprise,969.8
neutral,969.84
neutral,969.88
neutral,969.92
neutral,969.96
neutral,970.0
happy,970.04
happy,970.08
happy,970.12
happy,970.16
happy,970.2
neutral,970.24
happy,970.28
happy,970.32
happy,970.36
happy,970.4
surprise,970.44
neutral,970.48
neutral,970.52
surprise,970.56
neutral,970.6
happy,970.64
happy,970.68
happy,970.72
happy,970.76
happy,970.8
happy,970.84
happy,970.88
happy,970.92
happy,970.96
happy,971.0
angry,971.04
angry,971.08
angry,971.12
angry,971.16
angry,971.2
angry,971.24
neutral,971.28
happy,971.32
angry,971.36
angry,971.4
surprise,971.44
surprise,971.48
surprise,971.52
fear,971.56
angry,971.6
angry,971.64
angry,971.68
angry,971.72
angry,971.76
fear,971.8
fear,971.84
surprise,971.88
angry,971.92
fear,971.96
fear,972.0
angry,972.04
neutral,972.08
sad,972.12
angry,972.16
angry,972.2
angry,972.24
angry,972.28
surprise,972.32
surprise,972.36
surprise,972.4
surprise,972.44
surprise,972.48
surprise,972.52
angry,972.56
angry,972.6
angry,972.64
angry,972.68
angry,972.72
angry,972.76
angry,972.8
angry,972.84
fear,972.88
surprise,972.92
fear,972.96
fear,973.0
surprise,973.04
surprise,973.08
surprise,973.12
surprise,973.16
fear,973.2
surprise,973.24
surprise,973.28
fear,973.32
fear,973.36
surprise,973.4
fear,973.44
fear,973.48
fear,973.52
sad,973.56
sad,973.6
sad,973.64
fear,973.68
surprise,973.72
angry,973.76
angry,973.8
angry,973.84
fear,973.88
angry,973.92
fear,973.96
sad,974.0
surprise,974.04
surprise,974.08
surprise,974.12
fear,974.16
sad,974.2
surprise,974.24
surprise,974.28
surprise,974.32
surprise,974.36
surprise,974.4
surprise,974.44
surprise,974.48
surprise,974.52
surprise,974.56
surprise,974.6
surprise,974.64
surprise,974.68
surprise,974.72
surprise,974.76
surprise,974.8
surprise,974.84
surprise,974.88
surprise,974.92
surprise,974.96
surprise,975.0
surprise,975.04
surprise,975.08
surprise,975.12
surprise,975.16
surprise,975.2
surprise,975.24
surprise,975.28
surprise,975.32
sad,975.36
neutral,975.4
neutral,975.44
surprise,975.48
surprise,975.52
surprise,975.56
surprise,975.6
surprise,975.64
surprise,975.68
surprise,975.72
surprise,975.76
surprise,975.8
surprise,975.84
surprise,975.88
surprise,975.92
sad,975.96
neutral,976.0
neutral,976.04
neutral,976.08
neutral,976.12
neutral,976.16
neutral,976.2
neutral,976.24
neutral,976.28
neutral,976.32
neutral,976.36
neutral,976.4
neutral,976.44
neutral,976.48
neutral,976.52
neutral,976.56
neutral,976.6
neutral,976.64
neutral,976.68
neutral,976.72
neutral,976.76
neutral,976.8
neutral,976.84
neutral,976.88
neutral,976.92
neutral,976.96
angry,977.0
neutral,977.04
neutral,977.08
neutral,977.12
neutral,977.16
neutral,977.2
surprise,977.24
angry,977.28
neutral,977.32
sad,977.36
sad,977.4
surprise,977.44
angry,977.48
surprise,977.52
neutral,977.56
surprise,977.6
surprise,977.64
surprise,977.68
neutral,977.72
neutral,977.76
surprise,977.8
surprise,977.84
surprise,977.88
surprise,977.92
surprise,977.96
surprise,978.0
surprise,978.04
neutral,978.08
angry,978.12
neutral,978.16
neutral,978.2
happy,978.24
neutral,978.28
neutral,978.32
happy,978.36
neutral,978.4
happy,978.44
happy,978.48
happy,978.52
happy,978.56
happy,978.64
happy,978.68
happy,978.72
neutral,978.76
happy,978.8
happy,978.84
happy,978.88
happy,978.92
happy,978.96
happy,979.0
happy,979.04
happy,979.08
happy,979.12
angry,979.16
sad,979.2
sad,979.24
angry,979.28
angry,979.32
angry,979.36
neutral,979.4
sad,979.44
sad,979.48
happy,979.52
sad,979.56
happy,979.6
sad,979.92
neutral,979.96
sad,980.0
fear,980.04
sad,980.08
surprise,980.12
surprise,980.16
surprise,980.2
surprise,980.24
surprise,980.28
happy,980.32
surprise,980.36
surprise,980.4
happy,980.44
sad,980.48
sad,980.52
sad,980.56
sad,980.6
sad,980.64
sad,980.68
happy,980.72
happy,980.76
sad,980.8
neutral,980.8
sad,980.84
neutral,980.84
sad,980.88
happy,980.92
sad,980.96
happy,981.0
sad,981.04
happy,981.08
happy,981.12
happy,981.16
happy,981.2
neutral,981.24
sad,981.28
angry,981.32
happy,981.36
happy,981.4
happy,981.44
happy,981.48
neutral,981.52
neutral,981.56
happy,981.6
angry,981.64
happy,981.68
happy,981.72
happy,981.76
happy,981.8
happy,981.84
happy,981.88
happy,981.92
happy,981.96
happy,982.0
happy,982.04
happy,982.08
happy,982.12
happy,982.16
happy,982.2
happy,982.24
happy,982.28
happy,982.32
happy,982.36
happy,982.4
happy,982.44
happy,982.48
happy,982.52
happy,982.56
happy,982.6
happy,982.64
happy,982.68
happy,982.72
happy,982.76
happy,982.8
happy,982.84
happy,982.88
happy,982.92
happy,982.96
happy,983.0
happy,983.04
happy,983.08
happy,983.12
happy,983.16
happy,983.2
happy,983.24
happy,983.28
happy,983.32
happy,983.36
happy,983.4
happy,983.44
happy,983.48
happy,983.52
happy,983.56
happy,983.6
happy,983.64
happy,983.68
happy,983.72
happy,983.76
happy,983.8
happy,983.84
happy,983.88
happy,983.92
happy,983.96
happy,984.0
happy,984.04
happy,984.08
happy,984.12
happy,984.16
happy,984.2
happy,984.24
happy,984.28
happy,984.32
happy,984.36
happy,984.4
happy,984.44
happy,984.48
happy,984.52
happy,984.56
happy,984.6
happy,984.64
happy,984.68
happy,984.72
happy,984.76
happy,984.8
happy,984.84
happy,984.88
happy,984.92
happy,984.96
happy,985.0
happy,985.04
happy,985.08
happy,985.12
happy,985.16
happy,985.2
happy,985.24
happy,985.28
happy,985.32
happy,985.36
happy,985.4
happy,985.44
happy,985.48
happy,985.52
happy,985.56
happy,985.6
happy,985.64
happy,985.68
happy,985.72
happy,985.76
happy,985.8
happy,985.84
happy,985.88
happy,985.92
happy,985.96
happy,986.0
happy,986.04
happy,986.08
happy,986.12
happy,986.16
happy,986.2
happy,986.24
happy,986.28
happy,986.32
happy,986.36
happy,986.4
happy,986.44
happy,986.48
happy,986.52
happy,986.56
happy,986.6
happy,986.64
happy,986.68
happy,986.72
angry,986.76
angry,986.8
surprise,986.84
surprise,986.88
surprise,986.92
sad,986.96
sad,987.0
neutral,987.04
neutral,987.08
neutral,987.12
surprise,987.16
surprise,987.2
surprise,987.24
surprise,987.28
surprise,987.32
surprise,987.36
surprise,987.4
surprise,987.44
surprise,987.48
surprise,987.52
surprise,987.56
surprise,987.6
surprise,987.64
surprise,987.68
sad,987.72
sad,987.76
sad,987.8
sad,987.84
sad,987.88
surprise,987.92
fear,987.96
surprise,988.0
fear,988.04
surprise,988.08
sad,988.12
sad,988.16
sad,988.2
surprise,988.24
sad,988.28
sad,988.32
surprise,988.36
sad,988.4
fear,988.44
surprise,988.48
surprise,988.52
surprise,988.56
surprise,988.6
sad,988.64
sad,988.68
sad,988.72
fear,988.76
fear,988.8
surprise,988.84
surprise,988.88
surprise,988.92
surprise,988.96
surprise,989.0
surprise,989.04
surprise,989.08
sad,989.12
surprise,989.16
sad,989.2
sad,989.24
sad,989.28
sad,989.32
sad,989.36
sad,989.4
happy,989.44
sad,989.48
sad,989.52
sad,989.56
sad,989.6
sad,989.64
sad,989.68
sad,989.72
sad,989.76
sad,989.8
sad,989.84
sad,989.88
sad,989.92
sad,989.96
neutral,990.0
angry,990.04
sad,990.08
sad,990.12
sad,990.16
surprise,990.2
neutral,990.24
neutral,990.28
neutral,990.28
angry,990.32
angry,990.36
surprise,990.4
surprise,990.44
surprise,990.48
surprise,990.52
surprise,990.56
angry,990.6
fear,990.64
neutral,990.68
neutral,990.72
neutral,990.76
neutral,990.8
neutral,990.84
sad,990.88
sad,990.92
sad,990.96
neutral,991.0
sad,991.04
neutral,991.08
neutral,991.12
sad,991.16
sad,991.2
neutral,991.24
neutral,991.28
neutral,991.32
neutral,991.36
neutral,991.4
neutral,991.44
neutral,991.48
neutral,991.52
neutral,991.56
neutral,991.6
sad,991.64
sad,991.68
neutral,991.72
sad,991.76
sad,991.8
sad,991.84
sad,991.88
neutral,991.92
neutral,991.96
sad,992.0
neutral,992.04
neutral,992.08
neutral,992.12
sad,992.16
neutral,992.2
neutral,992.24
neutral,992.28
neutral,992.32
neutral,992.36
sad,992.4
neutral,992.44
neutral,992.48
neutral,992.52
neutral,992.56
neutral,992.6
neutral,992.64
neutral,992.68
neutral,992.72
neutral,992.76
neutral,992.8
neutral,992.84
neutral,992.88
neutral,992.92
neutral,992.96
neutral,993.0
sad,993.04
sad,993.08
neutral,993.12
neutral,993.24
neutral,993.28
neutral,993.32
neutral,993.36
sad,993.4
neutral,993.44
neutral,993.48
neutral,993.52
neutral,993.56
neutral,993.6
angry,993.8
neutral,993.84
neutral,993.88
neutral,993.92
neutral,993.96
neutral,994.0
neutral,994.04
neutral,994.08
neutral,994.12
neutral,994.16
neutral,994.2
neutral,994.24
neutral,994.28
neutral,994.32
neutral,994.4
sad,994.44
sad,994.52
neutral,994.56
sad,994.6
sad,994.64
sad,994.68
sad,994.72
sad,994.76
sad,994.8
sad,994.84
sad,994.88
sad,994.92
sad,994.96
sad,995.0
sad,995.04
sad,995.08
sad,995.12
sad,995.16
sad,995.2
sad,995.24
sad,995.28
sad,995.32
sad,995.36
sad,995.4
sad,995.44
sad,995.48
sad,995.52
sad,995.56
neutral,995.6
neutral,995.64
sad,995.68
sad,995.72
neutral,995.76
neutral,995.8
neutral,995.84
neutral,995.88
neutral,995.92
neutral,995.96
sad,996.0
sad,996.04
sad,996.08
sad,996.12
sad,996.16
sad,996.2
neutral,996.24
sad,996.28
neutral,996.32
neutral,996.36
sad,996.4
sad,996.44
sad,996.48
